epoch, wall, LR,training_loss_e,training_loss,training_e/N_mae,validation_loss_e,validation_loss,validation_e/N_mae
       634, 34909.776,    0.005,       1.2889e-06,       1.2889e-06,     1.43e-05,       2.3574e-07,       2.3574e-07,     5.67e-06
       635, 34965.029,    0.005,       3.3925e-06,       3.3925e-06,     2.37e-05,       2.4801e-07,       2.4801e-07,     5.72e-06
       636, 35019.837,    0.005,       4.2378e-06,       4.2378e-06,     2.66e-05,       3.2643e-07,       3.2643e-07,     6.63e-06
       637, 35075.014,    0.005,       2.4444e-06,       2.4444e-06,     1.95e-05,       3.6442e-07,       3.6442e-07,     7.14e-06
       638, 35130.072,    0.005,       8.5402e-07,       8.5402e-07,     1.16e-05,        3.103e-07,        3.103e-07,     6.49e-06
       639, 35185.065,    0.005,       4.9359e-07,       4.9359e-07,     9.07e-06,       2.5796e-07,       2.5796e-07,     6.03e-06
       640, 35240.190,    0.005,       5.4933e-07,       5.4933e-07,     9.28e-06,       2.5165e-07,       2.5165e-07,     6.01e-06
       641, 35295.377,    0.005,       5.4124e-07,       5.4124e-07,      9.7e-06,       2.2475e-07,       2.2475e-07,      5.5e-06
       642, 35350.297,    0.005,       3.0964e-07,       3.0964e-07,     7.12e-06,       2.1037e-07,       2.1037e-07,     5.21e-06
       643, 35405.366,    0.005,       3.1568e-07,       3.1568e-07,     7.22e-06,       1.7231e-07,       1.7231e-07,     4.96e-06
       644, 35460.653,    0.005,       4.0375e-07,       4.0375e-07,      8.2e-06,       1.8567e-07,       1.8567e-07,     4.88e-06
       645, 35515.629,    0.005,       5.0984e-07,       5.0984e-07,     8.85e-06,        1.906e-07,        1.906e-07,     5.13e-06
       646, 35570.807,    0.005,       4.6651e-06,       4.6651e-06,     2.64e-05,       2.4409e-07,       2.4409e-07,     5.88e-06
       647, 35625.651,    0.005,        5.788e-06,        5.788e-06,     3.02e-05,       3.9287e-07,       3.9287e-07,     7.59e-06
       648, 35680.590,    0.005,       2.5524e-06,       2.5524e-06,     2.14e-05,       3.9274e-07,       3.9274e-07,     7.73e-06
       649, 35735.813,    0.005,        1.956e-06,        1.956e-06,     1.75e-05,       3.5465e-07,       3.5465e-07,     7.54e-06
       650, 35790.811,    0.005,       7.5722e-07,       7.5722e-07,     1.11e-05,       2.9311e-07,       2.9311e-07,     6.73e-06
       651, 35845.870,    0.005,       8.9743e-07,       8.9743e-07,      1.2e-05,        3.052e-07,        3.052e-07,      6.7e-06
       652, 35900.883,    0.005,       4.1967e-07,       4.1967e-07,     8.37e-06,         2.78e-07,         2.78e-07,     6.33e-06
       653, 35956.105,    0.005,       5.1671e-07,       5.1671e-07,     9.02e-06,       2.5233e-07,       2.5233e-07,     6.05e-06
       654, 36011.181,    0.005,       1.6294e-06,       1.6294e-06,     1.61e-05,       2.7223e-07,       2.7223e-07,     6.14e-06
       655, 36066.347,    0.005,       1.7526e-06,       1.7526e-06,     1.66e-05,       2.6252e-07,       2.6252e-07,     6.12e-06
       656, 36121.505,    0.005,       7.1733e-07,       7.1733e-07,     1.09e-05,       2.5556e-07,       2.5556e-07,     5.66e-06
       657, 36176.152,    0.005,       9.9517e-07,       9.9517e-07,     1.26e-05,       2.5517e-07,       2.5517e-07,     6.01e-06
       658, 36231.316,    0.005,       1.1022e-06,       1.1022e-06,     1.36e-05,       2.7154e-07,       2.7154e-07,     6.35e-06
       659, 36286.387,    0.005,       6.4352e-07,       6.4352e-07,     1.04e-05,       2.4838e-07,       2.4838e-07,        6e-06
       660, 36341.441,    0.005,       8.2443e-07,       8.2443e-07,     1.17e-05,       2.4883e-07,       2.4883e-07,     5.99e-06
       661, 36396.547,    0.005,       1.1488e-06,       1.1488e-06,     1.34e-05,       2.5667e-07,       2.5667e-07,     6.05e-06
       662, 36451.384,    0.005,       6.2937e-07,       6.2937e-07,     1.02e-05,       2.4628e-07,       2.4628e-07,     5.77e-06
       663, 36506.475,    0.005,       5.1826e-07,       5.1826e-07,     9.18e-06,       2.4166e-07,       2.4166e-07,     5.69e-06
       664, 36561.587,    0.005,       6.6748e-07,       6.6748e-07,     1.03e-05,       2.2176e-07,       2.2176e-07,     5.27e-06
       665, 36616.761,    0.005,       3.3467e-07,       3.3467e-07,     7.55e-06,       2.1713e-07,       2.1713e-07,     5.41e-06
       666, 36671.723,    0.005,       3.4258e-07,       3.4258e-07,     7.35e-06,       2.0447e-07,       2.0447e-07,     5.27e-06
       667, 36726.795,    0.005,       3.8052e-07,       3.8052e-07,      8.1e-06,       1.8085e-07,       1.8085e-07,     4.98e-06
       668, 36781.928,    0.005,       3.8783e-07,       3.8783e-07,     7.97e-06,        1.952e-07,        1.952e-07,     5.08e-06
       669, 36836.924,    0.005,       8.4664e-07,       8.4664e-07,     1.23e-05,       1.9645e-07,       1.9645e-07,     5.16e-06
       670, 36892.045,    0.005,        5.463e-07,        5.463e-07,     9.81e-06,       2.0143e-07,       2.0143e-07,     5.31e-06
       671, 36947.181,    0.005,       4.0881e-07,       4.0881e-07,     8.29e-06,       1.9767e-07,       1.9767e-07,     5.12e-06
       672, 37002.155,    0.005,       8.3741e-07,       8.3741e-07,     1.14e-05,       2.2165e-07,       2.2165e-07,     5.49e-06
       673, 37057.057,    0.005,       1.6521e-06,       1.6521e-06,      1.6e-05,       2.2888e-07,       2.2888e-07,     5.75e-06
       674, 37112.260,    0.005,       1.1159e-06,       1.1159e-06,     1.34e-05,       2.3301e-07,       2.3301e-07,     5.81e-06
       675, 37167.307,    0.005,       1.2375e-06,       1.2375e-06,     1.38e-05,       2.3699e-07,       2.3699e-07,     5.58e-06
       676, 37222.447,    0.005,       1.2046e-06,       1.2046e-06,     1.38e-05,       2.4458e-07,       2.4458e-07,     5.79e-06
       677, 37277.498,    0.005,        2.015e-06,        2.015e-06,     1.79e-05,       2.3973e-07,       2.3973e-07,     5.63e-06
       678, 37332.375,    0.005,       8.4459e-07,       8.4459e-07,     1.14e-05,       2.4487e-07,       2.4487e-07,     5.82e-06
       679, 37387.582,    0.005,       6.8945e-07,       6.8945e-07,     1.01e-05,       2.3696e-07,       2.3696e-07,      5.7e-06
       680, 37442.652,    0.005,       2.1687e-06,       2.1687e-06,     1.75e-05,       2.4647e-07,       2.4647e-07,     5.94e-06
       681, 37497.724,    0.005,       2.8717e-06,       2.8717e-06,     2.21e-05,       3.0226e-07,       3.0226e-07,     6.94e-06
       682, 37552.877,    0.005,       1.8137e-06,       1.8137e-06,     1.72e-05,       3.3618e-07,       3.3618e-07,     6.76e-06
       683, 37607.753,    0.005,       9.1214e-07,       9.1214e-07,     1.22e-05,        3.213e-07,        3.213e-07,      6.6e-06
       684, 37662.751,    0.005,       7.3681e-07,       7.3681e-07,     1.08e-05,       2.8103e-07,       2.8103e-07,      6.1e-06
       685, 37717.897,    0.005,       7.5986e-07,       7.5986e-07,     1.08e-05,       2.5268e-07,       2.5268e-07,        6e-06
       686, 37773.107,    0.005,       1.0129e-06,       1.0129e-06,     1.33e-05,       2.3274e-07,       2.3274e-07,     5.61e-06
       687, 37828.122,    0.005,       1.1605e-06,       1.1605e-06,      1.4e-05,       2.4345e-07,       2.4345e-07,     5.76e-06
       688, 37883.175,    0.005,       4.8442e-07,       4.8442e-07,      8.9e-06,       2.4394e-07,       2.4394e-07,      5.8e-06
       689, 37938.345,    0.005,       6.6322e-07,       6.6322e-07,     1.05e-05,       2.3924e-07,       2.3924e-07,     5.61e-06
       690, 37993.415,    0.005,       4.4917e-07,       4.4917e-07,     8.95e-06,       2.2429e-07,       2.2429e-07,     5.58e-06
       691, 38048.679,    0.005,        3.107e-07,        3.107e-07,     7.15e-06,       2.0058e-07,       2.0058e-07,     5.35e-06
       692, 38103.641,    0.005,       2.4164e-07,       2.4164e-07,      6.1e-06,       2.0355e-07,       2.0355e-07,      5.3e-06
       693, 38158.655,    0.005,       3.7436e-07,       3.7436e-07,     7.86e-06,       2.2033e-07,       2.2033e-07,      5.5e-06
       694, 38213.733,    0.005,       5.3821e-07,       5.3821e-07,     9.42e-06,       2.1024e-07,       2.1024e-07,     5.39e-06
       695, 38268.804,    0.005,        7.562e-07,        7.562e-07,     1.11e-05,       2.0745e-07,       2.0745e-07,     5.39e-06
       696, 38323.789,    0.005,       1.4452e-06,       1.4452e-06,     1.54e-05,       2.1933e-07,       2.1933e-07,     5.49e-06
       697, 38378.884,    0.005,       1.2803e-06,       1.2803e-06,     1.39e-05,       2.3833e-07,       2.3833e-07,     5.78e-06
       698, 38433.864,    0.005,       4.0983e-06,       4.0983e-06,     2.65e-05,       2.5255e-07,       2.5255e-07,     6.02e-06
       699, 38488.936,    0.005,       1.4549e-06,       1.4549e-06,     1.56e-05,       2.5432e-07,       2.5432e-07,     5.85e-06
       700, 38544.149,    0.005,       1.4769e-06,       1.4769e-06,     1.56e-05,       2.6194e-07,       2.6194e-07,     5.96e-06
       701, 38599.123,    0.005,       8.8302e-07,       8.8302e-07,     1.18e-05,       2.4332e-07,       2.4332e-07,     5.68e-06
       702, 38654.461,    0.005,       8.1192e-07,       8.1192e-07,     1.18e-05,       2.6847e-07,       2.6847e-07,     6.14e-06
       703, 38709.466,    0.005,       9.0425e-07,       9.0425e-07,     1.26e-05,       2.4427e-07,       2.4427e-07,     5.62e-06
       704, 38764.422,    0.005,       1.6768e-06,       1.6768e-06,     1.58e-05,       2.3123e-07,       2.3123e-07,     5.38e-06
       705, 38819.580,    0.005,       1.7185e-06,       1.7185e-06,     1.66e-05,       2.5525e-07,       2.5525e-07,     6.03e-06
       706, 38874.685,    0.005,       8.5335e-07,       8.5335e-07,     1.23e-05,       2.5189e-07,       2.5189e-07,     5.85e-06
       707, 38929.661,    0.005,       3.4942e-07,       3.4942e-07,     7.44e-06,       2.3291e-07,       2.3291e-07,     5.53e-06
       708, 38984.730,    0.005,       5.2371e-07,       5.2371e-07,     8.78e-06,       2.2613e-07,       2.2613e-07,     5.41e-06
       709, 39039.685,    0.005,       1.0419e-06,       1.0419e-06,     1.32e-05,       2.2641e-07,       2.2641e-07,     5.65e-06
       710, 39094.650,    0.005,       5.1398e-07,       5.1398e-07,     9.08e-06,       2.2328e-07,       2.2328e-07,      5.5e-06
       711, 39149.883,    0.005,         6.08e-07,         6.08e-07,      9.9e-06,       2.2885e-07,       2.2885e-07,     5.51e-06
       712, 39204.907,    0.005,        1.072e-06,        1.072e-06,     1.27e-05,       2.3608e-07,       2.3608e-07,     5.59e-06
       713, 39260.064,    0.005,       1.2369e-06,       1.2369e-06,     1.38e-05,       2.4263e-07,       2.4263e-07,     5.66e-06
       714, 39315.096,    0.005,       3.6578e-07,       3.6578e-07,     7.94e-06,       2.3605e-07,       2.3605e-07,     5.66e-06
       715, 39370.277,    0.005,       3.1505e-07,       3.1505e-07,     7.15e-06,       2.1529e-07,       2.1529e-07,     5.33e-06
       716, 39425.386,    0.005,        4.181e-07,        4.181e-07,      8.5e-06,       2.1131e-07,       2.1131e-07,     5.32e-06
       717, 39480.577,    0.005,       3.4153e-07,       3.4153e-07,     7.68e-06,        1.901e-07,        1.901e-07,        5e-06
       718, 39535.798,    0.005,       2.6922e-07,       2.6922e-07,     6.62e-06,       1.8783e-07,       1.8783e-07,     5.08e-06
       719, 39590.690,    0.005,       2.8512e-07,       2.8512e-07,     7.04e-06,       2.0216e-07,       2.0216e-07,     5.05e-06
       720, 39645.824,    0.005,       6.1017e-07,       6.1017e-07,     1.02e-05,       2.2161e-07,       2.2161e-07,     5.47e-06
       721, 39700.954,    0.005,       6.7803e-07,       6.7803e-07,     1.03e-05,       2.0912e-07,       2.0912e-07,     5.23e-06
       722, 39755.949,    0.005,       2.2747e-06,       2.2747e-06,     1.85e-05,       2.1694e-07,       2.1694e-07,     5.59e-06
       723, 39811.148,    0.005,       3.9471e-06,       3.9471e-06,     2.61e-05,       2.9253e-07,       2.9253e-07,     6.49e-06
       724, 39866.043,    0.005,       1.4637e-06,       1.4637e-06,     1.56e-05,       2.9499e-07,       2.9499e-07,     6.52e-06
       725, 39921.003,    0.005,        3.572e-06,        3.572e-06,     2.25e-05,       2.8504e-07,       2.8504e-07,     6.27e-06
       726, 39976.134,    0.005,       5.1309e-06,       5.1309e-06,     2.97e-05,       3.2178e-07,       3.2178e-07,     7.08e-06
       727, 40031.263,    0.005,       1.5467e-06,       1.5467e-06,     1.58e-05,        3.341e-07,        3.341e-07,     6.87e-06
       728, 40086.293,    0.005,       4.7056e-06,       4.7056e-06,     2.73e-05,       3.2082e-07,       3.2082e-07,     6.82e-06
       729, 40141.175,    0.005,       2.1018e-06,       2.1018e-06,     1.79e-05,       3.2302e-07,       3.2302e-07,     6.85e-06
       730, 40196.355,    0.005,       5.2821e-07,       5.2821e-07,     9.22e-06,       2.9332e-07,       2.9332e-07,     6.33e-06
       731, 40251.351,    0.005,       1.4644e-06,       1.4644e-06,     1.56e-05,       2.6615e-07,       2.6615e-07,     5.99e-06
       732, 40306.578,    0.005,       1.1942e-06,       1.1942e-06,     1.34e-05,        2.716e-07,        2.716e-07,     6.11e-06
       733, 40361.761,    0.005,       1.3334e-06,       1.3334e-06,     1.44e-05,       2.5381e-07,       2.5381e-07,      6.1e-06
       734, 40416.736,    0.005,       5.0626e-07,       5.0626e-07,     9.06e-06,       2.4229e-07,       2.4229e-07,     5.92e-06
       735, 40471.816,    0.005,       2.1517e-07,       2.1517e-07,     5.98e-06,       2.1537e-07,       2.1537e-07,     5.63e-06
       736, 40526.915,    0.005,       1.5785e-07,       1.5785e-07,     5.05e-06,       2.1423e-07,       2.1423e-07,     5.52e-06
       737, 40581.950,    0.005,        1.209e-07,        1.209e-07,     4.46e-06,       1.9329e-07,       1.9329e-07,     5.24e-06
       738, 40636.929,    0.005,       2.5424e-07,       2.5424e-07,     6.65e-06,       2.0109e-07,       2.0109e-07,     5.34e-06
       739, 40692.152,    0.005,       3.3978e-07,       3.3978e-07,     7.44e-06,       1.9842e-07,       1.9842e-07,      5.2e-06
       740, 40747.036,    0.005,        5.708e-07,        5.708e-07,     9.69e-06,       2.0378e-07,       2.0378e-07,     5.23e-06
       741, 40802.154,    0.005,        3.888e-07,        3.888e-07,     8.17e-06,       2.1253e-07,       2.1253e-07,     5.46e-06
       742, 40857.370,    0.005,       3.1927e-07,       3.1927e-07,     7.32e-06,       1.8845e-07,       1.8845e-07,     4.95e-06
       743, 40912.456,    0.005,       2.9238e-07,       2.9238e-07,     7.06e-06,       1.9475e-07,       1.9475e-07,     5.14e-06
       744, 40967.646,    0.005,       3.5467e-07,       3.5467e-07,     7.55e-06,       1.8642e-07,       1.8642e-07,     4.97e-06
       745, 41022.552,   0.0025,        1.413e-07,        1.413e-07,      4.8e-06,       1.8822e-07,       1.8822e-07,     4.91e-06
       746, 41077.629,   0.0025,       8.7259e-08,       8.7259e-08,     3.76e-06,        1.835e-07,        1.835e-07,     4.82e-06
       747, 41132.606,   0.0025,       9.3753e-08,       9.3753e-08,     3.92e-06,       1.7875e-07,       1.7875e-07,     4.92e-06
       748, 41187.609,   0.0025,       7.8702e-08,       7.8702e-08,     3.64e-06,       1.7306e-07,       1.7306e-07,     4.83e-06
       749, 41242.696,   0.0025,       8.6437e-08,       8.6437e-08,     3.73e-06,        1.745e-07,        1.745e-07,     4.77e-06
       750, 41297.571,   0.0025,       9.0201e-08,       9.0201e-08,     3.86e-06,       1.6818e-07,       1.6818e-07,     4.64e-06
       751, 41352.825,   0.0025,       9.2498e-08,       9.2498e-08,     3.82e-06,       1.6555e-07,       1.6555e-07,     4.76e-06
       752, 41407.893,   0.0025,       1.1833e-07,       1.1833e-07,     4.35e-06,       1.6473e-07,       1.6473e-07,      4.7e-06
       753, 41463.118,   0.0025,       9.9822e-08,       9.9822e-08,     3.99e-06,       1.7948e-07,       1.7948e-07,      4.8e-06
       754, 41518.262,   0.0025,       8.6297e-08,       8.6297e-08,     3.86e-06,       1.6874e-07,       1.6874e-07,      4.6e-06
       755, 41573.158,   0.0025,       1.1273e-07,       1.1273e-07,     4.29e-06,       1.6867e-07,       1.6867e-07,      4.7e-06
       756, 41628.322,   0.0025,       1.0056e-07,       1.0056e-07,     4.07e-06,       1.6718e-07,       1.6718e-07,     4.59e-06
       757, 41683.509,   0.0025,       1.2716e-07,       1.2716e-07,     4.54e-06,       1.7186e-07,       1.7186e-07,     4.79e-06
       758, 41738.644,   0.0025,       1.1374e-07,       1.1374e-07,     4.41e-06,       1.6944e-07,       1.6944e-07,      4.8e-06
       759, 41793.802,   0.0025,       7.9678e-08,       7.9678e-08,     3.71e-06,       1.7791e-07,       1.7791e-07,     4.89e-06
       760, 41848.746,   0.0025,       8.9306e-08,       8.9306e-08,     3.74e-06,       1.7202e-07,       1.7202e-07,     4.77e-06
       761, 41903.891,   0.0025,       1.3404e-07,       1.3404e-07,     4.51e-06,        1.621e-07,        1.621e-07,     4.69e-06
       762, 41959.077,   0.0025,       3.3126e-07,       3.3126e-07,     7.37e-06,       1.6634e-07,       1.6634e-07,     4.68e-06
       763, 42014.183,   0.0025,       8.8748e-08,       8.8748e-08,     3.78e-06,       1.6161e-07,       1.6161e-07,     4.44e-06
       764, 42069.402,   0.0025,       1.0147e-07,       1.0147e-07,     4.09e-06,       1.6375e-07,       1.6375e-07,     4.55e-06
       765, 42124.338,   0.0025,       9.7628e-08,       9.7628e-08,     3.97e-06,       1.7613e-07,       1.7613e-07,     4.72e-06
       766, 42179.366,   0.0025,        1.196e-07,        1.196e-07,     4.48e-06,       1.6859e-07,       1.6859e-07,     4.67e-06
       767, 42234.489,   0.0025,       1.3003e-07,       1.3003e-07,     4.51e-06,       1.7223e-07,       1.7223e-07,     4.65e-06
       768, 42289.510,   0.0025,       1.3747e-07,       1.3747e-07,     4.81e-06,       1.6848e-07,       1.6848e-07,     4.68e-06
       769, 42344.411,   0.0025,       1.0894e-07,       1.0894e-07,     4.42e-06,       1.6309e-07,       1.6309e-07,     4.49e-06
       770, 42399.617,   0.0025,       9.3489e-08,       9.3489e-08,     4.03e-06,       1.6061e-07,       1.6061e-07,     4.52e-06
       771, 42454.738,   0.0025,        8.483e-08,        8.483e-08,     3.83e-06,       1.6895e-07,       1.6895e-07,     4.52e-06
       772, 42509.739,   0.0025,       1.4245e-07,       1.4245e-07,     4.64e-06,       1.6818e-07,       1.6818e-07,     4.61e-06
       773, 42564.902,   0.0025,       1.2071e-07,       1.2071e-07,     4.32e-06,       1.6828e-07,       1.6828e-07,     4.63e-06
       774, 42619.957,   0.0025,       1.1638e-07,       1.1638e-07,     4.36e-06,       1.6213e-07,       1.6213e-07,     4.55e-06
       775, 42675.039,   0.0025,       1.0789e-07,       1.0789e-07,     4.23e-06,       1.5928e-07,       1.5928e-07,     4.56e-06
       776, 42730.094,   0.0025,       9.1618e-08,       9.1618e-08,     3.99e-06,       1.6301e-07,       1.6301e-07,     4.55e-06
       777, 42785.300,   0.0025,       9.7459e-08,       9.7459e-08,        4e-06,       1.6493e-07,       1.6493e-07,     4.59e-06
       778, 42840.321,   0.0025,       1.5494e-07,       1.5494e-07,     5.06e-06,       1.6538e-07,       1.6538e-07,     4.51e-06
       779, 42895.433,   0.0025,       2.2057e-07,       2.2057e-07,     5.96e-06,       1.5623e-07,       1.5623e-07,     4.55e-06
       780, 42950.676,   0.0025,       1.6908e-07,       1.6908e-07,     5.24e-06,       1.5724e-07,       1.5724e-07,     4.47e-06
       781, 43005.434,   0.0025,       1.2662e-07,       1.2662e-07,     4.51e-06,       1.5919e-07,       1.5919e-07,     4.55e-06
       782, 43060.546,   0.0025,       2.1854e-07,       2.1854e-07,     5.95e-06,       1.6666e-07,       1.6666e-07,     4.58e-06
       783, 43115.811,   0.0025,       1.2854e-07,       1.2854e-07,     4.78e-06,       1.6004e-07,       1.6004e-07,     4.41e-06
       784, 43170.819,   0.0025,       1.0296e-07,       1.0296e-07,     4.08e-06,       1.5654e-07,       1.5654e-07,     4.55e-06
       785, 43226.068,   0.0025,       2.6342e-07,       2.6342e-07,      6.4e-06,       1.6124e-07,       1.6124e-07,     4.53e-06
       786, 43280.789,   0.0025,       4.0686e-07,       4.0686e-07,     7.37e-06,       1.5058e-07,       1.5058e-07,     4.37e-06
       787, 43335.811,   0.0025,       3.1409e-07,       3.1409e-07,     7.02e-06,       1.6511e-07,       1.6511e-07,     4.57e-06
       788, 43390.938,   0.0025,        3.458e-07,        3.458e-07,     7.21e-06,       1.6789e-07,       1.6789e-07,     4.55e-06
       789, 43446.024,   0.0025,       1.4343e-07,       1.4343e-07,      4.9e-06,       1.6988e-07,       1.6988e-07,     4.52e-06
       790, 43501.067,   0.0025,       1.7734e-07,       1.7734e-07,     5.35e-06,        1.724e-07,        1.724e-07,     4.66e-06
       791, 43555.860,   0.0025,       1.6563e-07,       1.6563e-07,     4.99e-06,       1.6359e-07,       1.6359e-07,     4.61e-06
       792, 43611.013,   0.0025,       1.1542e-07,       1.1542e-07,     4.26e-06,       1.6409e-07,       1.6409e-07,     4.52e-06
       793, 43666.025,   0.0025,       1.9396e-07,       1.9396e-07,     5.54e-06,       1.7147e-07,       1.7147e-07,     4.46e-06
       794, 43721.081,   0.0025,       1.2581e-07,       1.2581e-07,     4.61e-06,        1.659e-07,        1.659e-07,     4.32e-06
       795, 43776.432,   0.0025,       1.6977e-07,       1.6977e-07,     5.38e-06,       1.6771e-07,       1.6771e-07,     4.39e-06
       796, 43831.339,   0.0025,       1.4569e-07,       1.4569e-07,     4.82e-06,       1.6907e-07,       1.6907e-07,     4.47e-06
       797, 43886.616,   0.0025,       2.8369e-07,       2.8369e-07,     6.73e-06,       1.6915e-07,       1.6915e-07,     4.51e-06
       798, 43941.624,   0.0025,       2.4177e-07,       2.4177e-07,     6.18e-06,        1.738e-07,        1.738e-07,     4.71e-06
       799, 43996.644,   0.0025,         3.13e-07,         3.13e-07,     7.08e-06,        1.534e-07,        1.534e-07,     4.39e-06
       800, 44051.890,   0.0025,       2.0909e-07,       2.0909e-07,     6.01e-06,       1.7359e-07,       1.7359e-07,     4.64e-06
       801, 44106.755,   0.0025,       3.0581e-07,       3.0581e-07,     6.94e-06,       1.6997e-07,       1.6997e-07,     4.52e-06
       802, 44161.685,   0.0025,       1.8756e-07,       1.8756e-07,     5.55e-06,       1.6142e-07,       1.6142e-07,     4.28e-06
       803, 44216.866,   0.0025,       2.5664e-07,       2.5664e-07,     6.48e-06,       1.5563e-07,       1.5563e-07,     4.41e-06
       804, 44271.922,   0.0025,       3.6748e-07,       3.6748e-07,     7.88e-06,       1.6531e-07,       1.6531e-07,     4.53e-06
       805, 44327.001,   0.0025,       3.0776e-07,       3.0776e-07,     7.16e-06,       1.5771e-07,       1.5771e-07,     4.33e-06
       806, 44382.165,   0.0025,       9.6754e-08,       9.6754e-08,     4.01e-06,       1.4893e-07,       1.4893e-07,     4.16e-06
       807, 44437.272,   0.0025,        1.761e-07,        1.761e-07,     5.32e-06,       1.5113e-07,       1.5113e-07,     4.41e-06
       808, 44492.289,   0.0025,       2.3975e-07,       2.3975e-07,     6.12e-06,       1.4511e-07,       1.4511e-07,     4.35e-06
       809, 44547.583,   0.0025,       2.4355e-07,       2.4355e-07,     6.11e-06,       1.6091e-07,       1.6091e-07,     4.41e-06
       810, 44602.731,   0.0025,        1.633e-07,        1.633e-07,     5.18e-06,       1.5681e-07,       1.5681e-07,     4.25e-06
       811, 44657.806,   0.0025,       1.4001e-07,       1.4001e-07,     4.83e-06,       1.5317e-07,       1.5317e-07,     4.21e-06
       812, 44712.829,   0.0025,       1.2045e-07,       1.2045e-07,     4.45e-06,       1.4634e-07,       1.4634e-07,     4.13e-06
       813, 44768.083,   0.0025,       1.0816e-07,       1.0816e-07,     4.23e-06,       1.5235e-07,       1.5235e-07,     4.27e-06
       814, 44823.127,   0.0025,       9.0664e-08,       9.0664e-08,     3.83e-06,       1.5165e-07,       1.5165e-07,     4.09e-06
       815, 44878.305,   0.0025,       1.5058e-07,       1.5058e-07,     5.08e-06,       1.5602e-07,       1.5602e-07,     4.36e-06
       816, 44933.450,   0.0025,       1.8517e-07,       1.8517e-07,     5.59e-06,       1.6459e-07,       1.6459e-07,     4.42e-06
       817, 44988.311,   0.0025,       1.9285e-07,       1.9285e-07,     5.62e-06,        1.613e-07,        1.613e-07,     4.35e-06
       818, 45043.444,   0.0025,       1.5003e-07,       1.5003e-07,      5.1e-06,       1.4335e-07,       1.4335e-07,     4.19e-06
       819, 45098.751,   0.0025,       2.5614e-07,       2.5614e-07,     6.32e-06,       1.5196e-07,       1.5196e-07,      4.4e-06
       820, 45153.719,   0.0025,       1.4964e-06,       1.4964e-06,     1.48e-05,       1.5294e-07,       1.5294e-07,      4.4e-06
       821, 45208.859,   0.0025,       4.4452e-07,       4.4452e-07,     8.17e-06,       1.5815e-07,       1.5815e-07,     4.47e-06
       822, 45263.911,   0.0025,       2.9136e-07,       2.9136e-07,     6.61e-06,       1.4501e-07,       1.4501e-07,     4.31e-06
       823, 45318.919,   0.0025,       1.3675e-07,       1.3675e-07,     4.83e-06,       1.3765e-07,       1.3765e-07,     4.26e-06
       824, 45374.173,   0.0025,       1.7746e-07,       1.7746e-07,     5.29e-06,       1.4435e-07,       1.4435e-07,     4.33e-06
       825, 45429.187,   0.0025,       1.1587e-07,       1.1587e-07,     4.28e-06,         1.46e-07,         1.46e-07,      4.2e-06
       826, 45484.348,   0.0025,       2.0656e-07,       2.0656e-07,     5.91e-06,       1.5578e-07,       1.5578e-07,     4.36e-06
       827, 45539.314,   0.0025,       1.2818e-07,       1.2818e-07,     4.62e-06,        1.424e-07,        1.424e-07,     4.29e-06
       828, 45594.554,   0.0025,       1.3731e-07,       1.3731e-07,     4.73e-06,       1.4303e-07,       1.4303e-07,     4.45e-06
       829, 45649.619,   0.0025,       1.7758e-07,       1.7758e-07,     5.61e-06,       1.4398e-07,       1.4398e-07,     4.27e-06
       830, 45704.806,   0.0025,        1.924e-07,        1.924e-07,     5.67e-06,       1.4397e-07,       1.4397e-07,     4.23e-06
       831, 45760.025,   0.0025,       1.4191e-07,       1.4191e-07,     4.86e-06,       1.4084e-07,       1.4084e-07,     4.06e-06
       832, 45814.949,   0.0025,       1.8445e-07,       1.8445e-07,     5.65e-06,       1.5249e-07,       1.5249e-07,     4.27e-06
       833, 45869.989,   0.0025,       1.3958e-07,       1.3958e-07,     4.64e-06,       1.6153e-07,       1.6153e-07,     4.52e-06
       834, 45925.020,   0.0025,       1.8332e-07,       1.8332e-07,     5.44e-06,       1.5325e-07,       1.5325e-07,     4.36e-06
       835, 45980.253,   0.0025,       3.3156e-07,       3.3156e-07,     6.94e-06,       1.5377e-07,       1.5377e-07,     4.36e-06
       836, 46035.233,   0.0025,       2.6448e-07,       2.6448e-07,     6.45e-06,       1.4872e-07,       1.4872e-07,     4.34e-06
       837, 46090.294,   0.0025,       4.5195e-07,       4.5195e-07,     8.45e-06,       1.6479e-07,       1.6479e-07,     4.48e-06
       838, 46145.218,   0.0025,       6.1782e-07,       6.1782e-07,     9.86e-06,       1.7153e-07,       1.7153e-07,     4.47e-06
       839, 46200.453,   0.0025,       4.8748e-07,       4.8748e-07,     8.86e-06,       1.5644e-07,       1.5644e-07,     4.49e-06
       840, 46255.566,   0.0025,       2.9103e-07,       2.9103e-07,     6.62e-06,       1.6205e-07,       1.6205e-07,     4.45e-06
       841, 46310.654,   0.0025,       4.1669e-07,       4.1669e-07,     8.23e-06,        1.493e-07,        1.493e-07,     4.54e-06
       842, 46365.880,   0.0025,       3.2218e-07,       3.2218e-07,     7.15e-06,       1.5175e-07,       1.5175e-07,     4.38e-06
       843, 46420.878,   0.0025,        1.978e-07,        1.978e-07,     5.64e-06,        1.578e-07,        1.578e-07,     4.43e-06
       844, 46476.044,   0.0025,       1.5365e-07,       1.5365e-07,     5.14e-06,       1.5429e-07,       1.5429e-07,     4.35e-06
