epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       842, 131262.161,    0.005,       0.00054536,        8.711e-06,       0.00055407,     0.000533,     0.000874,     0.000452,            0,     0.000606,     0.000353,      0.00085,            0,     0.000894,     0.000581,      0.00333,     8.76e-05,       0.00034848,       7.5669e-08,       0.00034856,     0.000269,     0.000699,     0.000261,            0,     0.000275,     0.000179,     0.000742,            0,     0.000658,     0.000466,     0.000253,     6.65e-06
       843, 131412.273,    0.005,       0.00097695,       1.8974e-05,       0.00099592,     0.000718,      0.00117,     0.000583,            0,      0.00084,     0.000474,      0.00107,            0,      0.00125,     0.000774,      0.00417,      0.00011,       0.00050667,       7.6851e-08,       0.00050675,     0.000351,     0.000842,     0.000321,            0,     0.000379,     0.000233,     0.000882,            0,     0.000805,     0.000562,     0.000311,     8.18e-06
       844, 131562.525,    0.005,       0.00057023,       6.9207e-06,       0.00057715,      0.00055,     0.000893,     0.000463,            0,     0.000627,     0.000364,     0.000862,            0,      0.00092,     0.000594,      0.00269,     7.09e-05,       0.00040792,       3.7264e-07,       0.00040829,     0.000292,     0.000756,     0.000279,            0,     0.000304,     0.000194,     0.000801,            0,     0.000712,     0.000505,     0.000818,     2.15e-05
       845, 131712.657,    0.005,       0.00067772,       2.4051e-05,       0.00070177,     0.000613,     0.000974,     0.000506,            0,     0.000708,     0.000405,     0.000916,            0,      0.00102,     0.000646,      0.00463,     0.000122,       0.00037024,       6.0713e-08,        0.0003703,      0.00028,      0.00072,      0.00027,            0,     0.000289,     0.000186,     0.000759,            0,     0.000683,     0.000481,      0.00022,      5.8e-06
       846, 131862.956,    0.005,       0.00048197,       9.1272e-06,       0.00049109,     0.000525,     0.000821,     0.000425,            0,     0.000615,     0.000347,     0.000753,            0,     0.000878,     0.000544,      0.00305,     8.02e-05,       0.00034957,       6.3822e-08,       0.00034963,     0.000273,       0.0007,     0.000265,            0,      0.00028,     0.000182,     0.000741,            0,      0.00066,     0.000467,     0.000267,     7.04e-06
       847, 132013.022,    0.005,       0.00060478,       5.9115e-06,        0.0006107,     0.000553,     0.000909,     0.000456,            0,     0.000639,     0.000365,     0.000856,            0,     0.000955,     0.000604,      0.00247,     6.49e-05,       0.00035183,       9.9298e-08,       0.00035193,     0.000268,     0.000702,     0.000262,            0,     0.000274,     0.000179,     0.000749,            0,     0.000656,     0.000469,     0.000303,     7.98e-06
       848, 132163.222,    0.005,       0.00052073,        7.852e-06,       0.00052858,     0.000532,     0.000853,     0.000458,            0,     0.000599,     0.000352,     0.000832,            0,     0.000873,     0.000568,      0.00287,     7.56e-05,       0.00036087,       7.5082e-08,       0.00036095,     0.000274,     0.000711,     0.000268,            0,     0.000279,     0.000182,     0.000762,            0,     0.000662,     0.000475,     0.000242,     6.36e-06
       849, 132313.434,    0.005,       0.00084487,       1.0576e-05,       0.00085545,     0.000648,      0.00109,      0.00055,            0,     0.000735,     0.000428,      0.00103,            0,      0.00113,     0.000722,      0.00342,     8.99e-05,       0.00044104,       7.4866e-08,       0.00044111,     0.000308,     0.000786,     0.000292,            0,     0.000324,     0.000205,     0.000839,            0,     0.000735,     0.000525,     0.000288,     7.58e-06
       850, 132463.442,    0.005,       0.00056702,       8.4733e-06,       0.00057549,     0.000569,     0.000891,      0.00047,            0,     0.000658,     0.000376,     0.000829,            0,     0.000943,     0.000591,      0.00297,     7.81e-05,        0.0003856,       7.8928e-08,       0.00038568,     0.000279,     0.000735,      0.00027,            0,     0.000286,     0.000185,     0.000786,            0,     0.000685,     0.000491,     0.000257,     6.75e-06
       851, 132613.728,    0.005,       0.00053722,       1.4509e-05,       0.00055172,     0.000535,     0.000867,     0.000449,            0,     0.000613,     0.000354,     0.000816,            0,      0.00091,     0.000575,      0.00352,     9.27e-05,       0.00037427,        1.329e-07,        0.0003744,     0.000282,     0.000724,     0.000272,            0,     0.000291,     0.000188,     0.000774,            0,     0.000676,     0.000483,     0.000466,     1.23e-05
       852, 132763.752,    0.005,       0.00042894,        3.888e-06,       0.00043282,     0.000469,     0.000774,      0.00041,            0,     0.000522,     0.000311,     0.000772,            0,     0.000776,     0.000516,      0.00217,     5.71e-05,       0.00036781,       7.4937e-08,       0.00036788,     0.000274,     0.000718,     0.000267,            0,     0.000281,     0.000183,     0.000762,            0,     0.000676,     0.000479,     0.000236,     6.21e-06
       853, 132914.046,    0.005,        0.0005315,       6.5237e-06,       0.00053803,     0.000529,     0.000862,      0.00044,            0,      0.00061,      0.00035,     0.000833,            0,     0.000888,     0.000574,      0.00263,     6.92e-05,       0.00036746,       6.5002e-08,       0.00036752,     0.000271,     0.000717,     0.000264,            0,     0.000277,      0.00018,     0.000767,            0,      0.00067,     0.000479,     0.000236,      6.2e-06
       854, 133064.137,    0.005,       0.00062068,       1.3221e-05,        0.0006339,     0.000575,     0.000932,     0.000466,            0,     0.000673,      0.00038,     0.000869,            0,     0.000985,     0.000618,      0.00361,     9.49e-05,        0.0003556,       1.0823e-07,        0.0003557,     0.000274,     0.000706,     0.000263,            0,     0.000284,     0.000182,     0.000754,            0,     0.000659,     0.000471,     0.000358,     9.43e-06
       855, 133214.265,    0.005,       0.00047499,       5.9087e-06,       0.00048089,     0.000519,     0.000815,     0.000432,            0,     0.000597,     0.000343,     0.000764,            0,      0.00086,     0.000541,      0.00274,     7.22e-05,       0.00036187,       6.5468e-08,       0.00036193,     0.000276,     0.000712,     0.000264,            0,     0.000286,     0.000183,     0.000757,            0,     0.000669,     0.000475,     0.000286,     7.53e-06
       856, 133364.502,    0.005,       0.00085441,       5.0454e-05,       0.00090486,     0.000646,      0.00109,     0.000526,            0,     0.000754,     0.000427,     0.000998,            0,      0.00117,     0.000723,      0.00476,     0.000125,       0.00048937,       7.1418e-07,       0.00049008,     0.000382,     0.000828,     0.000338,            0,     0.000422,     0.000253,     0.000857,            0,     0.000801,     0.000553,      0.00111,     2.93e-05
       857, 133514.511,    0.005,       0.00072076,       4.0725e-06,       0.00072484,     0.000605,        0.001,     0.000485,            0,     0.000713,     0.000399,     0.000946,            0,      0.00105,     0.000667,      0.00227,     5.97e-05,       0.00041979,       4.8269e-07,       0.00042028,     0.000315,     0.000767,     0.000295,            0,     0.000333,     0.000209,     0.000811,            0,     0.000725,     0.000512,     0.000908,     2.39e-05
       858, 133664.736,    0.005,       0.00053306,       3.2302e-06,       0.00053629,     0.000514,     0.000864,     0.000421,            0,     0.000598,      0.00034,     0.000809,            0,      0.00091,     0.000573,      0.00208,     5.48e-05,       0.00035893,       1.2762e-07,       0.00035906,      0.00028,     0.000709,     0.000273,            0,     0.000287,     0.000186,     0.000755,            0,     0.000665,     0.000473,     0.000343,     9.02e-06
       859, 133814.828,    0.005,       0.00040436,       3.0744e-06,       0.00040743,     0.000447,     0.000752,     0.000381,            0,     0.000506,     0.000296,     0.000735,            0,     0.000767,     0.000501,      0.00181,     4.77e-05,       0.00033619,       7.1436e-08,       0.00033626,      0.00027,     0.000686,     0.000266,            0,     0.000274,      0.00018,     0.000732,            0,     0.000642,     0.000458,     0.000242,     6.38e-06
       860, 133965.035,    0.005,       0.00066437,       5.0041e-06,       0.00066937,     0.000583,     0.000964,      0.00051,            0,     0.000648,     0.000386,     0.000957,            0,     0.000971,     0.000642,      0.00239,      6.3e-05,       0.00036913,       7.0619e-08,        0.0003692,     0.000278,     0.000719,      0.00027,            0,     0.000284,     0.000185,     0.000767,            0,     0.000673,      0.00048,     0.000249,     6.56e-06
       861, 134115.188,    0.005,       0.00053707,       8.3615e-06,       0.00054543,     0.000539,     0.000867,     0.000453,            0,     0.000617,     0.000357,     0.000832,            0,     0.000898,     0.000576,      0.00288,     7.57e-05,       0.00034312,       2.2701e-07,       0.00034335,     0.000268,     0.000693,      0.00026,            0,     0.000274,     0.000178,     0.000734,            0,     0.000654,     0.000463,     0.000607,      1.6e-05
       862, 134265.286,    0.005,       0.00047314,       9.0574e-06,        0.0004822,     0.000515,     0.000813,     0.000455,            0,     0.000569,     0.000341,     0.000806,            0,      0.00082,     0.000542,      0.00308,     8.11e-05,       0.00033223,       5.2066e-08,       0.00033228,     0.000265,     0.000682,     0.000261,            0,     0.000269,     0.000177,     0.000734,            0,     0.000632,     0.000455,      0.00021,     5.53e-06
       863, 134415.603,    0.005,       0.00068035,       1.1891e-05,       0.00069224,     0.000604,     0.000976,     0.000506,            0,     0.000692,     0.000399,      0.00094,            0,      0.00101,     0.000649,      0.00367,     9.65e-05,       0.00033705,       1.0023e-07,       0.00033715,     0.000268,     0.000687,     0.000263,            0,     0.000272,     0.000178,     0.000734,            0,     0.000642,     0.000459,     0.000324,     8.54e-06
       864, 134565.672,    0.005,         0.000529,       6.5808e-06,       0.00053558,     0.000522,     0.000861,     0.000452,            0,     0.000584,     0.000345,     0.000853,            0,     0.000867,     0.000573,      0.00259,     6.82e-05,       0.00035263,       5.9656e-08,       0.00035269,     0.000269,     0.000703,     0.000263,            0,     0.000273,     0.000179,     0.000749,            0,     0.000659,     0.000469,     0.000212,     5.58e-06
       865, 134715.976,    0.005,        0.0004486,       5.1129e-06,       0.00045371,     0.000486,     0.000792,     0.000408,            0,     0.000557,     0.000322,     0.000756,            0,     0.000823,     0.000526,       0.0024,     6.31e-05,       0.00034747,        1.684e-07,       0.00034764,     0.000265,     0.000698,     0.000259,            0,     0.000271,     0.000177,     0.000748,            0,     0.000649,     0.000466,     0.000537,     1.41e-05
       866, 134866.078,    0.005,       0.00058839,       1.2148e-05,       0.00060054,     0.000576,     0.000908,     0.000451,            0,     0.000688,      0.00038,     0.000798,            0,     0.000996,     0.000598,      0.00315,      8.3e-05,       0.00036528,       6.5269e-08,       0.00036534,     0.000267,     0.000715,     0.000258,            0,     0.000275,     0.000178,     0.000758,            0,     0.000675,     0.000478,     0.000238,     6.26e-06
       867, 135016.468,    0.005,       0.00048104,       4.8282e-06,       0.00048587,     0.000507,      0.00082,     0.000418,            0,     0.000587,     0.000335,     0.000764,            0,     0.000868,     0.000544,      0.00229,     6.03e-05,       0.00034267,         5.68e-08,       0.00034272,     0.000264,     0.000693,     0.000256,            0,     0.000271,     0.000176,     0.000736,            0,     0.000652,     0.000463,     0.000231,     6.08e-06
       868, 135166.531,    0.005,       0.00048552,       5.0983e-06,       0.00049062,     0.000523,     0.000825,     0.000421,            0,     0.000614,     0.000345,     0.000765,            0,     0.000875,     0.000547,      0.00215,     5.67e-05,       0.00036723,       7.6433e-08,       0.00036731,     0.000268,     0.000717,     0.000259,            0,     0.000276,     0.000178,     0.000757,            0,      0.00068,     0.000479,     0.000321,     8.46e-06
       869, 135316.622,    0.005,       0.00044872,       3.8714e-06,        0.0004526,     0.000471,     0.000792,       0.0004,            0,     0.000535,     0.000312,      0.00076,            0,      0.00082,     0.000527,      0.00208,     5.47e-05,       0.00033613,       6.5665e-08,       0.00033619,     0.000264,     0.000686,     0.000257,            0,     0.000271,     0.000176,     0.000731,            0,     0.000643,     0.000458,     0.000233,     6.12e-06
       870, 135466.937,    0.005,        0.0016382,       9.0844e-05,         0.001729,     0.000952,      0.00151,     0.000746,            0,      0.00114,     0.000628,      0.00129,            0,      0.00169,     0.000994,      0.00623,     0.000164,       0.00054657,       2.5612e-07,       0.00054683,     0.000403,     0.000875,     0.000354,            0,     0.000448,     0.000267,     0.000893,            0,     0.000858,     0.000584,     0.000664,     1.75e-05
       871, 135617.065,    0.005,       0.00062029,       5.4884e-06,       0.00062578,     0.000565,     0.000932,      0.00049,            0,     0.000632,     0.000374,     0.000921,            0,     0.000942,     0.000621,      0.00257,     6.76e-05,       0.00044505,            1e-07,       0.00044515,      0.00033,      0.00079,     0.000312,            0,     0.000347,      0.00022,     0.000827,            0,     0.000754,     0.000527,     0.000278,     7.32e-06
       872, 135767.372,    0.005,        0.0004392,       2.4267e-06,       0.00044162,     0.000481,     0.000784,     0.000426,            0,      0.00053,     0.000319,     0.000777,            0,      0.00079,     0.000522,      0.00178,     4.68e-05,       0.00040347,       1.0938e-07,       0.00040358,     0.000302,     0.000752,     0.000295,            0,     0.000309,     0.000201,     0.000794,            0,     0.000711,     0.000502,     0.000311,     8.18e-06
       873, 135917.359,    0.005,       0.00041212,       2.9472e-06,       0.00041507,     0.000456,     0.000759,     0.000412,            0,     0.000496,     0.000303,     0.000764,            0,     0.000754,     0.000506,      0.00181,     4.77e-05,       0.00038539,       6.6189e-08,       0.00038545,     0.000284,     0.000735,      0.00028,            0,     0.000288,     0.000189,     0.000776,            0,     0.000696,      0.00049,     0.000242,     6.37e-06
       874, 136067.699,    0.005,       0.00055788,       5.9907e-06,       0.00056387,      0.00055,     0.000883,     0.000445,            0,     0.000645,     0.000363,     0.000821,            0,     0.000936,     0.000586,      0.00255,     6.72e-05,       0.00037005,       2.1581e-07,       0.00037027,     0.000276,      0.00072,     0.000269,            0,     0.000282,     0.000184,     0.000763,            0,     0.000679,     0.000481,     0.000549,     1.44e-05
       875, 136217.777,    0.005,       0.00057271,       8.3447e-06,       0.00058105,     0.000534,     0.000895,     0.000464,            0,     0.000596,     0.000353,     0.000877,            0,     0.000911,     0.000596,      0.00299,     7.86e-05,       0.00039537,       8.4956e-08,       0.00039545,     0.000281,     0.000744,     0.000273,            0,     0.000289,     0.000187,     0.000788,            0,     0.000702,     0.000497,     0.000268,     7.05e-06
       876, 136367.854,    0.005,       0.00046625,       4.7583e-06,       0.00047101,     0.000483,     0.000807,     0.000426,            0,     0.000534,      0.00032,     0.000806,            0,     0.000809,     0.000538,      0.00219,     5.77e-05,       0.00036429,       5.7867e-08,       0.00036434,     0.000269,     0.000714,     0.000264,            0,     0.000274,     0.000179,     0.000762,            0,     0.000668,     0.000477,     0.000225,     5.93e-06
       877, 136518.154,    0.005,       0.00044646,       6.1003e-06,       0.00045256,     0.000502,      0.00079,      0.00042,            0,     0.000575,     0.000332,     0.000751,            0,     0.000824,     0.000525,      0.00259,     6.81e-05,       0.00035159,       6.0035e-08,       0.00035165,     0.000271,     0.000702,     0.000265,            0,     0.000275,      0.00018,     0.000751,            0,     0.000654,     0.000468,     0.000227,     5.98e-06
       878, 136668.202,    0.005,       0.00040137,       4.8447e-06,       0.00040621,     0.000469,     0.000746,     0.000411,            0,     0.000522,     0.000311,     0.000732,            0,     0.000757,     0.000497,      0.00234,     6.16e-05,        0.0003478,       7.0041e-08,       0.00034787,      0.00027,     0.000698,     0.000265,            0,     0.000274,      0.00018,      0.00074,            0,     0.000658,     0.000466,     0.000297,     7.81e-06
       879, 136818.475,    0.005,        0.0007174,       3.7457e-06,       0.00072115,     0.000624,        0.001,      0.00051,            0,     0.000727,     0.000412,      0.00093,            0,      0.00106,     0.000664,      0.00209,     5.49e-05,       0.00038273,       9.2875e-08,       0.00038282,     0.000285,     0.000732,     0.000276,            0,     0.000293,      0.00019,     0.000777,            0,      0.00069,     0.000489,     0.000365,     9.61e-06
       880, 136968.522,    0.005,       0.00038929,       2.1084e-06,        0.0003914,     0.000452,     0.000738,     0.000371,            0,     0.000524,     0.000298,     0.000699,            0,     0.000772,      0.00049,      0.00149,     3.91e-05,        0.0003497,       5.9732e-08,       0.00034976,     0.000266,       0.0007,     0.000261,            0,      0.00027,     0.000177,     0.000744,            0,     0.000658,     0.000467,     0.000245,     6.44e-06
       881, 137118.775,    0.005,       0.00044337,       2.2581e-06,       0.00044563,     0.000479,     0.000788,     0.000411,            0,     0.000541,     0.000317,     0.000758,            0,     0.000814,     0.000524,      0.00173,     4.54e-05,       0.00036142,       8.5983e-08,       0.00036151,     0.000267,     0.000712,     0.000261,            0,     0.000273,     0.000178,     0.000759,            0,     0.000666,     0.000475,      0.00035,     9.22e-06
       882, 137268.878,    0.005,       0.00038445,       4.9019e-06,       0.00038935,     0.000442,     0.000734,     0.000378,            0,     0.000501,     0.000293,     0.000697,            0,     0.000765,     0.000487,      0.00229,     6.04e-05,       0.00034728,       6.6345e-08,       0.00034735,     0.000265,     0.000697,     0.000261,            0,     0.000268,     0.000176,     0.000742,            0,     0.000655,     0.000466,     0.000278,     7.31e-06
       883, 137418.926,    0.005,       0.00039823,       2.8997e-06,       0.00040113,     0.000449,     0.000747,     0.000386,            0,     0.000506,     0.000297,      0.00072,            0,      0.00077,     0.000497,      0.00179,     4.71e-05,       0.00033437,       6.5585e-08,       0.00033444,     0.000263,     0.000684,     0.000259,            0,     0.000266,     0.000175,     0.000728,            0,     0.000643,     0.000457,     0.000277,     7.28e-06
       884, 137569.144,    0.005,       0.00040127,       2.3767e-06,       0.00040364,     0.000454,     0.000749,     0.000395,            0,     0.000507,     0.000301,     0.000727,            0,     0.000769,     0.000499,       0.0015,     3.94e-05,       0.00034773,       5.3918e-08,       0.00034779,     0.000263,     0.000698,     0.000258,            0,     0.000266,     0.000175,     0.000742,            0,     0.000656,     0.000466,     0.000241,     6.33e-06
       885, 137719.174,    0.005,       0.00044288,       5.8828e-06,       0.00044876,     0.000478,     0.000787,     0.000402,            0,     0.000546,     0.000316,      0.00075,            0,     0.000819,     0.000523,      0.00252,     6.64e-05,       0.00033547,       5.6295e-08,       0.00033552,     0.000259,     0.000685,     0.000255,            0,     0.000263,     0.000173,      0.00073,            0,     0.000643,     0.000458,     0.000262,      6.9e-06
       886, 137869.490,    0.005,       0.00046878,       5.3866e-06,       0.00047417,     0.000518,     0.000809,     0.000413,            0,     0.000612,     0.000342,      0.00073,            0,     0.000875,     0.000535,      0.00256,     6.74e-05,        0.0003376,       6.4249e-08,       0.00033767,     0.000263,     0.000688,     0.000259,            0,     0.000267,     0.000175,     0.000729,            0,     0.000648,     0.000459,     0.000225,     5.92e-06
       887, 138019.476,    0.005,       0.00066777,       1.3485e-05,       0.00068126,       0.0006,     0.000966,     0.000485,            0,     0.000703,     0.000396,     0.000873,            0,      0.00104,     0.000638,       0.0037,     9.75e-05,       0.00035454,       2.8805e-07,       0.00035483,     0.000274,     0.000705,     0.000266,            0,     0.000282,     0.000183,     0.000743,            0,     0.000668,      0.00047,     0.000676,     1.78e-05
       888, 138169.783,    0.005,       0.00060686,       4.8982e-06,       0.00061175,     0.000585,     0.000921,     0.000491,            0,     0.000671,     0.000387,     0.000865,            0,     0.000968,     0.000611,      0.00251,     6.61e-05,       0.00037921,       1.4941e-07,       0.00037936,     0.000283,     0.000729,     0.000273,            0,     0.000292,     0.000188,     0.000776,            0,     0.000684,     0.000487,     0.000488,     1.28e-05
       889, 138319.909,    0.005,       0.00050824,       3.2462e-06,       0.00051149,      0.00053,     0.000843,     0.000446,            0,     0.000605,     0.000351,     0.000805,            0,     0.000876,      0.00056,      0.00192,     5.05e-05,       0.00036367,       7.1386e-08,       0.00036374,     0.000271,     0.000714,     0.000263,            0,     0.000279,     0.000181,     0.000757,            0,     0.000672,     0.000476,     0.000322,     8.46e-06
       890, 138470.099,    0.005,       0.00031426,       3.2226e-06,       0.00031749,     0.000419,     0.000663,     0.000357,            0,     0.000474,     0.000277,     0.000628,            0,     0.000693,      0.00044,      0.00178,     4.69e-05,       0.00032995,       6.0087e-08,       0.00033001,     0.000257,      0.00068,     0.000253,            0,     0.000261,     0.000171,     0.000726,            0,     0.000635,     0.000454,     0.000262,     6.89e-06
       891, 138620.636,    0.005,       0.00035026,       3.4939e-06,       0.00035375,     0.000426,       0.0007,     0.000361,            0,     0.000485,     0.000282,     0.000679,            0,     0.000717,     0.000466,      0.00195,     5.13e-05,       0.00033357,       5.4996e-08,       0.00033363,     0.000255,     0.000684,     0.000251,            0,     0.000257,      0.00017,     0.000725,            0,     0.000644,     0.000456,     0.000217,     5.72e-06
       892, 138770.704,    0.005,       0.00047012,       1.1659e-05,       0.00048178,     0.000515,     0.000811,     0.000423,            0,     0.000599,      0.00034,      0.00074,            0,     0.000869,     0.000536,       0.0034,     8.96e-05,       0.00034916,       3.7241e-07,       0.00034954,     0.000264,     0.000699,     0.000256,            0,     0.000271,     0.000176,     0.000736,            0,     0.000664,     0.000467,     0.000816,     2.15e-05
       893, 138921.058,    0.005,       0.00053098,       5.4185e-06,        0.0005364,     0.000553,     0.000862,     0.000459,            0,     0.000637,     0.000365,     0.000812,            0,     0.000905,     0.000572,      0.00265,     6.97e-05,       0.00033268,       7.2328e-08,       0.00033275,     0.000265,     0.000683,     0.000255,            0,     0.000273,     0.000176,     0.000721,            0,     0.000646,     0.000456,     0.000316,     8.32e-06
       894, 139071.155,    0.005,       0.00081296,       7.9467e-06,        0.0008209,      0.00062,      0.00107,      0.00051,            0,     0.000718,     0.000409,     0.000987,            0,      0.00113,     0.000707,      0.00267,     7.04e-05,       0.00040329,       1.0206e-07,       0.00040339,     0.000299,     0.000752,     0.000282,            0,     0.000314,     0.000199,     0.000799,            0,     0.000706,     0.000502,     0.000389,     1.02e-05
       895, 139221.472,    0.005,       0.00049028,       4.5315e-06,       0.00049481,      0.00051,     0.000828,     0.000425,            0,     0.000587,     0.000337,     0.000785,            0,     0.000865,      0.00055,      0.00222,     5.85e-05,       0.00035437,       5.3751e-08,       0.00035442,     0.000274,     0.000705,     0.000266,            0,     0.000282,     0.000182,      0.00075,            0,     0.000661,      0.00047,      0.00024,     6.31e-06
       896, 139371.541,    0.005,        0.0005607,       6.3289e-06,       0.00056703,     0.000564,     0.000886,     0.000472,            0,     0.000647,     0.000373,     0.000847,            0,     0.000919,     0.000589,      0.00256,     6.74e-05,       0.00034723,        6.217e-08,       0.00034729,     0.000265,     0.000697,     0.000259,            0,     0.000271,     0.000177,     0.000742,            0,     0.000655,     0.000466,     0.000238,     6.27e-06
       897, 139521.624,    0.005,       0.00050514,       8.9816e-06,       0.00051412,     0.000497,     0.000837,     0.000414,            0,     0.000573,     0.000329,     0.000808,            0,     0.000863,     0.000557,      0.00313,     8.23e-05,       0.00034436,       1.1808e-07,       0.00034448,     0.000263,     0.000695,     0.000259,            0,     0.000267,     0.000175,     0.000738,            0,     0.000653,     0.000464,     0.000452,     1.19e-05
       898, 139671.863,    0.005,       0.00077486,       8.7136e-06,       0.00078357,     0.000659,      0.00104,     0.000516,            0,     0.000788,     0.000435,     0.000906,            0,      0.00115,     0.000685,      0.00302,     7.95e-05,       0.00039713,       1.0849e-07,       0.00039724,     0.000277,     0.000746,     0.000264,            0,     0.000289,     0.000184,     0.000791,            0,     0.000702,     0.000498,      0.00035,     9.21e-06
       899, 139821.907,    0.005,       0.00042349,       4.5607e-06,       0.00042805,     0.000469,      0.00077,     0.000404,            0,     0.000527,     0.000311,     0.000745,            0,     0.000791,     0.000512,      0.00206,     5.41e-05,       0.00037299,       2.0825e-07,        0.0003732,     0.000265,     0.000723,     0.000259,            0,     0.000271,     0.000177,     0.000773,            0,     0.000674,     0.000483,     0.000583,     1.53e-05
       900, 139972.285,    0.005,       0.00065282,       8.7493e-06,       0.00066157,     0.000566,     0.000956,     0.000475,            0,     0.000649,     0.000375,      0.00093,            0,     0.000978,     0.000636,      0.00282,     7.43e-05,        0.0003955,       9.0383e-08,       0.00039559,     0.000276,     0.000744,     0.000265,            0,     0.000286,     0.000183,     0.000797,            0,     0.000694,     0.000497,     0.000293,     7.71e-06
       901, 140122.354,    0.005,       0.00063381,       1.0918e-05,       0.00064473,     0.000555,     0.000941,      0.00046,            0,      0.00064,     0.000367,     0.000896,            0,      0.00098,     0.000625,      0.00296,      7.8e-05,       0.00035618,       6.1694e-08,       0.00035624,     0.000269,     0.000706,     0.000261,            0,     0.000277,     0.000179,     0.000753,            0,     0.000662,     0.000472,     0.000286,     7.52e-06
       902, 140272.632,    0.005,       0.00055911,       1.5054e-05,       0.00057416,     0.000528,     0.000884,     0.000427,            0,      0.00062,     0.000349,     0.000834,            0,     0.000926,     0.000587,      0.00327,     8.62e-05,       0.00034643,       6.7031e-08,       0.00034649,     0.000263,     0.000697,     0.000255,            0,      0.00027,     0.000175,     0.000737,            0,     0.000658,     0.000465,     0.000272,     7.16e-06
       903, 140422.661,    0.005,       0.00039047,       3.8767e-06,       0.00039435,      0.00046,     0.000739,     0.000384,            0,     0.000528,     0.000304,     0.000696,            0,     0.000777,     0.000491,      0.00218,     5.74e-05,       0.00034267,       1.7222e-07,       0.00034284,     0.000261,     0.000693,     0.000254,            0,     0.000267,     0.000174,     0.000731,            0,     0.000656,     0.000463,     0.000491,     1.29e-05
       904, 140572.774,    0.005,       0.00040334,       8.9327e-06,       0.00041227,     0.000464,     0.000751,     0.000404,            0,     0.000517,     0.000307,     0.000738,            0,     0.000762,       0.0005,      0.00304,     7.99e-05,       0.00036813,        1.015e-07,       0.00036823,     0.000264,     0.000718,     0.000256,            0,     0.000271,     0.000176,     0.000761,            0,     0.000677,     0.000479,     0.000337,     8.87e-06
       905, 140723.082,    0.005,       0.00076637,       1.7324e-05,       0.00078369,     0.000643,      0.00104,     0.000509,            0,     0.000763,     0.000424,     0.000953,            0,       0.0011,     0.000686,      0.00337,     8.86e-05,       0.00035338,       9.5861e-07,       0.00035434,     0.000274,     0.000704,     0.000261,            0,     0.000285,     0.000182,     0.000746,            0,     0.000663,      0.00047,      0.00135,     3.55e-05
       906, 140873.148,    0.005,       0.00063339,        6.728e-06,       0.00064012,     0.000584,     0.000941,     0.000487,            0,     0.000671,     0.000386,     0.000892,            0,     0.000984,     0.000625,      0.00282,     7.41e-05,       0.00033839,        2.116e-07,        0.0003386,     0.000266,     0.000688,     0.000258,            0,     0.000273,     0.000177,     0.000732,            0,     0.000647,      0.00046,     0.000561,     1.48e-05
       907, 141023.454,    0.005,       0.00050863,       4.2448e-06,       0.00051288,     0.000521,     0.000844,     0.000439,            0,     0.000595,     0.000345,     0.000816,            0,     0.000868,     0.000561,      0.00205,      5.4e-05,       0.00036751,       1.2516e-07,       0.00036764,     0.000269,     0.000718,      0.00026,            0,     0.000278,     0.000179,     0.000759,            0,     0.000678,     0.000479,      0.00039,     1.03e-05
       908, 141173.497,    0.005,       0.00036242,       4.7367e-06,       0.00036716,     0.000441,     0.000711,     0.000371,            0,     0.000504,     0.000292,     0.000686,            0,     0.000733,     0.000473,      0.00216,     5.68e-05,        0.0003613,       8.6901e-08,       0.00036138,     0.000262,     0.000711,     0.000257,            0,     0.000266,     0.000175,     0.000758,            0,     0.000667,     0.000475,      0.00028,     7.37e-06
       909, 141323.853,    0.005,       0.00066613,       2.3167e-05,       0.00068929,     0.000613,     0.000966,     0.000511,            0,     0.000705,     0.000406,      0.00089,            0,      0.00103,      0.00064,       0.0046,     0.000121,       0.00035713,       2.7881e-07,       0.00035741,     0.000278,     0.000707,     0.000265,            0,     0.000289,     0.000185,     0.000745,            0,     0.000671,     0.000472,     0.000682,      1.8e-05
       910, 141473.923,    0.005,       0.00048354,       7.2981e-06,       0.00049084,     0.000498,     0.000823,     0.000425,            0,     0.000563,     0.000329,     0.000799,            0,     0.000844,     0.000548,      0.00272,     7.15e-05,       0.00032821,       6.9539e-08,       0.00032828,     0.000265,     0.000678,     0.000261,            0,     0.000268,     0.000176,      0.00072,            0,     0.000638,     0.000453,      0.00023,     6.04e-06
       911, 141624.063,    0.005,        0.0004296,       1.2488e-05,       0.00044209,     0.000473,     0.000774,     0.000405,            0,     0.000534,     0.000313,     0.000747,            0,     0.000797,     0.000515,      0.00333,     8.76e-05,       0.00033519,       5.9238e-08,       0.00033525,     0.000263,     0.000685,     0.000258,            0,     0.000268,     0.000175,     0.000731,            0,     0.000641,     0.000457,     0.000213,      5.6e-06
